longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.29,37.81,46,2801,644,1823,611,0.9802,129200,NEAR BAY
-120.03,38.89,15,3042,588,918,336,3.8333,118800,INLAND
-122.33,37.93,27,2158,424,1220,442,3.0156,111500,NEAR BAY
-122.06,37.7,33,3906,790,1912,770,3.5187,209400,NEAR BAY
-119.98,38.93,28,1194,272,494,203,2.3281,85800,INLAND
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000,NEAR BAY
-122.07,37.92,26,3872,739,1629,684,4.4312,225000,NEAR BAY
-120.59,38.45,13,2944,558,1091,466,3.0,119000,INLAND
-119.83,36.82,14,1087,165,365,176,7.2909,155600,INLAND
-121.96,37.85,10,3209,379,1199,392,12.2478,500001,INLAND
-121.55,39.51,39,1551,353,684,310,2.0357,57600,INLAND
-121.86,37.7,13,9621,1344,4389,1391,6.6827,313700,INLAND
-119.6,36.57,33,1923,403,1205,389,1.8333,68300,INLAND
-122.05,37.63,5,3785,936,2240,792,3.2829,162500,NEAR BAY
-119.45,36.59,41,1749,342,1171,314,1.6875,66100,INLAND
-119.71,36.83,15,2727,500,1228,436,3.5078,109000,INLAND
-120.01,38.91,27,968,191,283,143,2.0938,94400,INLAND
-122.27,37.83,51,2665,574,1258,536,2.7303,109700,NEAR BAY
-122.28,37.84,50,2082,492,1131,473,1.6424,108900,NEAR BAY
-119.74,36.72,25,3972,842,2863,729,2.1304,58500,INLAND
-119.65,36.62,6,1931,422,1344,414,1.6607,58000,INLAND
-121.99,37.56,18,5505,1005,2641,971,5.0,269700,<1H OCEAN
-122.27,38.0,12,1592,242,969,233,6.1576,248700,NEAR BAY
-122.1,37.68,38,1779,413,1061,400,3.0962,180900,NEAR BAY
-122.17,37.77,31,2424,533,1360,452,1.871,90700,NEAR BAY
-122.33,37.94,47,1882,361,797,342,3.5848,140800,NEAR BAY
-121.96,37.76,8,3865,463,1548,432,9.7037,425100,<1H OCEAN
-122.23,37.78,52,862,215,994,213,3.0257,80800,NEAR BAY
-119.87,36.54,34,1370,287,818,269,2.4044,72500,INLAND
-121.93,37.76,5,2255,269,876,258,10.3345,461400,<1H OCEAN
-121.79,38.01,17,4032,814,1749,618,3.1728,146800,INLAND
-122.18,37.71,45,726,147,519,135,3.375,157500,NEAR BAY
-122.03,37.59,16,4371,889,2530,817,4.6786,256000,NEAR BAY
-121.77,37.67,20,8068,1217,3489,1259,5.7907,264200,INLAND
-122.25,37.85,52,1627,280,565,259,3.8462,342200,NEAR BAY
-119.68,36.83,11,2455,344,1110,339,6.1133,120000,INLAND
-119.78,36.86,8,3468,675,1604,626,4.2071,128300,INLAND
-122.09,37.71,35,2663,387,1086,367,5.1498,266400,NEAR BAY
-122.21,37.79,34,2364,557,1517,516,2.8365,139200,NEAR BAY
-122.13,37.73,33,1996,268,686,270,6.9096,341800,NEAR BAY
-122.28,37.8,52,96,31,191,34,0.75,162500,NEAR BAY
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,<1H OCEAN
-122.24,37.77,43,955,284,585,266,2.3882,162500,NEAR BAY
-122.15,37.75,40,1445,256,849,255,3.8913,126300,NEAR BAY
-121.71,39.71,17,2748,556,1174,514,3.066,102600,INLAND
-122.19,37.75,36,1126,263,482,150,1.9167,82800,NEAR BAY
-122.09,37.99,19,3073,506,1773,493,5.4496,205400,NEAR BAY
-119.87,36.81,6,1891,341,969,330,4.6726,107800,INLAND
-119.76,36.79,32,2463,468,1261,486,3.3281,75100,INLAND
-122.32,37.97,33,1595,292,991,300,4.6937,134100,NEAR BAY
-119.77,36.74,50,1325,280,811,281,1.8667,62800,INLAND
-121.99,37.97,30,3320,589,1470,543,4.6071,184100,INLAND
-122.36,37.94,26,1540,343,1007,338,1.3365,72900,NEAR BAY
-122.13,37.74,41,4400,666,1476,648,5.0,248900,NEAR BAY
-122.36,37.93,44,1891,449,1047,432,1.7727,86100,NEAR BAY
-120.81,38.73,38,2005,385,882,353,2.5104,120500,INLAND
-122.03,37.86,29,3025,477,1035,452,6.112,390600,NEAR BAY
-121.89,39.76,15,10265,1860,4591,1906,3.07,142600,INLAND
-122.13,37.71,44,1613,339,776,346,3.1103,188900,NEAR BAY
-122.08,37.68,26,1167,370,253,137,2.4196,275000,NEAR BAY
-121.7,39.37,32,1852,373,911,365,1.7885,57000,INLAND
-121.6,39.79,18,2672,533,1151,532,2.567,102900,INLAND
-122.27,37.9,52,1803,240,572,236,6.174,358800,NEAR BAY
-122.01,37.99,28,1900,401,918,351,3.7841,144900,NEAR BAY
-122.2,37.8,41,2070,354,804,340,5.1184,239600,NEAR BAY
-122.24,37.79,43,1626,376,1284,357,2.2542,112200,NEAR BAY
-119.81,36.83,10,5780,922,2712,883,5.6445,135500,INLAND
-122.17,37.71,38,890,200,481,198,3.244,179800,NEAR BAY
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800,INLAND
-121.99,37.58,31,2878,478,1276,485,6.2073,282500,<1H OCEAN
-122.29,37.88,48,2365,490,1034,475,3.1065,229200,NEAR BAY
-122.24,37.85,52,3726,474,1366,496,9.3959,500001,NEAR BAY
-119.89,36.76,17,1987,335,1152,313,4.1719,126400,INLAND
-122.25,37.8,29,2468,864,1335,773,1.3929,193800,NEAR BAY
-122.02,37.95,25,1205,260,608,272,2.4519,208300,NEAR BAY
-121.96,37.96,28,1838,273,899,270,5.2145,229200,INLAND
-122.19,37.76,38,1493,370,1144,351,0.7683,81800,NEAR BAY
-122.16,37.73,49,1699,408,768,385,2.8301,171600,NEAR BAY
-122.03,37.97,20,3968,931,2629,903,2.9915,166700,NEAR BAY
-119.54,36.51,36,49,7,28,2,4.625,162500,INLAND
-119.61,36.56,34,1911,497,1886,481,1.625,53000,INLAND
-122.05,37.94,22,2105,354,993,365,4.6602,227800,NEAR BAY
-122.03,37.94,21,5541,776,2214,737,5.5777,279300,NEAR BAY
-122.13,37.69,17,2380,769,1216,643,3.395,271300,NEAR BAY
-120.0,38.87,12,1437,268,395,144,4.225,127600,INLAND
-121.88,37.99,16,3787,515,1606,507,5.5676,174200,INLAND
-122.22,37.81,52,2927,402,1021,380,8.1564,390100,NEAR BAY
-119.8,36.72,19,1334,336,1171,319,1.0481,48500,INLAND
-122.34,37.95,44,1675,317,806,311,3.0694,135300,NEAR BAY
-122.09,37.89,35,880,139,352,132,6.8686,406500,NEAR BAY
-120.54,38.41,21,1435,294,668,267,2.5667,77400,INLAND
-121.96,37.54,14,5106,1207,2738,1108,3.9909,236000,<1H OCEAN
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-119.86,36.78,7,2232,490,1274,499,2.9853,74700,INLAND
-119.81,36.74,36,607,155,483,146,1.5625,47500,INLAND
-119.73,36.68,32,755,205,681,207,1.7986,49300,INLAND
-121.97,37.79,16,3873,484,1451,501,6.7857,341300,<1H OCEAN
-122.18,37.79,41,1411,233,626,214,7.0875,240700,NEAR BAY
-122.3,37.93,34,2254,357,715,306,4.5,304000,NEAR BAY
-121.88,37.68,23,2234,270,854,286,7.333,337200,INLAND
-122.06,37.7,37,1893,310,821,315,4.6005,231600,NEAR BAY
-122.2,37.88,36,1065,160,398,155,7.7736,378100,NEAR BAY
-121.84,39.74,43,2976,599,1181,560,2.2621,85100,INLAND
-121.95,37.52,33,3994,764,2721,763,5.2308,196900,<1H OCEAN
-122.21,37.81,52,1389,212,510,224,5.2402,296400,NEAR BAY
-122.15,37.72,47,1190,251,540,266,3.375,198300,NEAR BAY
-122.26,37.83,52,2432,715,1377,696,2.5898,176000,NEAR BAY
-122.15,37.73,45,3758,819,1573,736,2.8355,245400,NEAR BAY
-122.35,37.91,4,2851,798,1285,712,4.2895,186800,NEAR BAY
-119.56,36.71,29,1963,392,1208,398,2.5741,73000,INLAND
-121.24,39.65,35,632,148,221,102,2.3684,62500,INLAND
-119.44,36.59,32,1153,236,761,241,2.825,67600,INLAND
-119.69,36.77,22,2456,496,1720,417,2.6875,60600,INLAND
-119.98,38.93,25,1262,293,534,226,2.6607,90400,INLAND
-122.04,38.0,16,3077,733,1447,709,3.2484,91100,NEAR BAY
-122.21,37.77,52,745,153,473,149,2.6765,88800,NEAR BAY
-121.84,39.72,52,1457,389,802,342,0.9566,69000,INLAND
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200,NEAR BAY
-122.25,39.79,16,2127,412,1104,369,3.0469,72200,INLAND
-119.78,36.72,22,354,121,530,115,2.1458,34400,INLAND
-121.76,37.7,9,3980,736,1705,679,5.7068,256700,INLAND
-122.06,37.6,22,3009,497,1640,514,4.625,235300,NEAR BAY
-122.08,37.63,33,691,127,431,149,4.25,192600,NEAR BAY
-119.81,36.79,35,2314,443,954,457,2.9506,73800,INLAND
-121.97,37.87,4,1029,126,416,122,13.4883,500001,INLAND
-122.19,37.82,32,1835,264,635,263,8.317,365900,NEAR BAY
-122.25,37.83,52,1279,287,534,291,3.1429,231600,NEAR BAY
-121.98,38.05,31,2810,518,1640,503,3.3661,98500,INLAND
-119.96,38.84,17,2722,512,828,289,3.5714,109700,INLAND
-119.82,36.79,35,1474,291,709,294,2.6522,65900,INLAND
-121.77,37.65,16,4290,554,1952,576,7.3588,327500,INLAND
-119.64,36.56,34,576,117,363,97,2.0658,92500,INLAND
-122.32,37.97,33,1156,190,643,209,4.5,156600,NEAR BAY
-122.32,37.94,46,1901,295,833,352,5.5196,210800,NEAR BAY
-122.31,37.94,38,1794,349,810,335,3.8343,191400,NEAR BAY
-122.27,37.89,52,2640,366,973,355,7.266,371100,NEAR BAY
-119.87,36.79,7,1932,419,1014,389,3.0938,76700,INLAND
-119.69,36.81,13,1524,366,994,370,2.5446,93800,INLAND
-122.26,37.81,29,335,107,202,91,2.0062,125000,NEAR BAY
-120.01,38.91,17,2732,609,1005,499,1.9851,86700,INLAND
-122.0,37.98,32,1013,169,436,173,5.1118,226900,INLAND
-122.08,37.68,26,2607,682,1401,607,2.6563,184100,NEAR BAY
-122.08,37.69,43,1575,324,740,284,2.8512,181000,NEAR BAY
-122.09,37.65,35,1184,200,572,194,4.7143,193800,NEAR BAY
-122.27,37.85,52,1966,347,793,331,2.775,152500,NEAR BAY
-121.84,39.76,14,2351,620,1215,548,2.3155,102300,INLAND
-119.67,36.74,19,2788,614,1365,525,2.7813,120300,INLAND
-121.82,38.01,42,1017,253,798,266,2.1719,99100,INLAND
-122.25,37.89,41,1125,195,356,181,6.1593,344000,NEAR BAY
-121.93,37.54,25,1354,192,596,220,6.629,352400,<1H OCEAN
-121.58,39.83,16,4591,904,1904,812,2.2419,93200,INLAND
-122.2,37.79,29,1640,376,939,340,2.8321,150000,NEAR BAY
-122.29,37.81,20,835,161,290,133,2.483,137500,NEAR BAY
-120.71,38.73,17,2146,396,862,351,2.9219,141300,INLAND
-122.28,37.85,41,535,123,317,119,2.4038,107500,NEAR BAY
-122.08,37.58,15,2576,418,1657,410,5.5218,254400,NEAR BAY
-121.93,38.02,13,1524,286,940,308,5.1337,154800,INLAND
-122.25,37.84,52,2535,489,1094,514,3.6591,299200,NEAR BAY
-119.75,36.78,28,3257,752,1981,712,2.293,71700,INLAND
-122.2,37.83,26,1589,223,542,211,8.401,351200,NEAR BAY
-122.08,37.97,9,2643,439,1105,467,6.6579,245200,NEAR BAY
-121.99,37.77,14,8213,1364,3283,1286,5.1755,294800,<1H OCEAN
-119.74,36.8,18,10862,2401,5466,2209,2.4678,74300,INLAND
-119.78,36.73,52,1377,319,1280,259,1.2344,43300,INLAND
-122.08,37.64,30,5267,1253,4065,1113,3.3479,182100,NEAR BAY
-122.26,38.04,41,2512,539,1179,480,2.694,123000,NEAR BAY
-119.8,36.65,34,2263,423,1184,407,1.7692,74200,INLAND
-122.27,37.97,10,15259,2275,7266,2338,6.0666,272400,NEAR BAY
-122.16,37.77,45,2324,397,968,384,3.5739,176000,NEAR BAY
-122.17,37.75,44,1218,248,763,254,2.3281,88800,NEAR BAY
-122.34,37.96,15,6487,1717,3408,1560,2.1991,133300,NEAR BAY
-122.28,37.86,52,1659,367,788,346,2.8214,164300,NEAR BAY
-121.91,37.68,20,1804,254,831,260,6.177,262900,<1H OCEAN
-122.21,37.77,43,1017,328,836,277,2.2604,100000,NEAR BAY
-119.77,36.78,36,3616,779,1994,786,2.5434,67300,INLAND
-122.24,37.79,52,674,180,647,168,3.375,116100,NEAR BAY
-119.64,36.82,14,4872,656,2085,617,5.6739,173800,INLAND
-122.33,37.95,22,2099,569,1135,509,2.1915,120800,NEAR BAY
-120.44,38.61,9,2598,548,796,297,3.5192,98000,INLAND
-122.24,37.81,52,2026,482,709,456,3.2727,268500,NEAR BAY
-119.75,36.78,33,1145,197,508,198,2.3333,81300,INLAND
-121.9,37.67,15,2130,273,876,285,7.2639,332400,<1H OCEAN
-122.35,37.92,36,921,200,585,236,1.9224,94000,NEAR BAY
-120.02,36.8,25,1270,255,1050,245,2.1618,55300,INLAND
-119.71,36.88,17,2236,315,992,312,6.9405,165200,INLAND
-121.94,37.95,18,2541,355,986,346,7.1978,288000,INLAND
-122.14,37.69,38,1571,317,874,301,4.4659,189100,NEAR BAY
-119.39,36.64,38,949,190,578,187,2.3618,80000,INLAND
-122.16,37.74,47,824,223,533,166,2.625,98200,NEAR BAY
-119.77,36.84,15,1924,262,848,277,5.3886,125300,INLAND
-122.08,37.95,33,1043,157,425,148,4.8702,235600,NEAR BAY
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300,INLAND
-122.07,37.65,31,3300,790,2181,740,3.016,161800,NEAR BAY
-121.62,37.61,26,1786,306,771,279,5.7239,430600,INLAND
-122.25,37.8,52,2087,510,1197,488,3.0149,218400,NEAR BAY
-122.03,37.95,32,1955,313,804,317,4.9485,202300,NEAR BAY
-122.1,37.69,30,3115,625,1444,568,3.7222,195800,NEAR BAY
-122.25,37.89,37,3000,457,987,450,7.5385,350000,NEAR BAY
-122.27,37.84,52,2224,437,1006,422,2.6,132600,NEAR BAY
-122.2,37.8,52,1547,293,706,268,4.7721,217100,NEAR BAY
-119.77,36.73,44,1960,393,1286,381,2.1518,53000,INLAND
-121.92,37.72,22,4638,716,2302,687,5.347,219500,<1H OCEAN
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600,INLAND
-122.15,37.69,36,1545,273,863,267,4.0109,192900,NEAR BAY
-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,NEAR BAY
-121.69,39.36,29,2220,471,1170,428,2.3224,56200,INLAND
-119.78,36.84,7,4907,1075,2014,909,3.2147,111900,INLAND
-122.28,37.81,17,1237,462,762,439,0.9241,177500,NEAR BAY
-122.01,37.54,32,2572,406,1128,395,5.0,287600,NEAR BAY
-122.21,37.8,39,2018,447,1221,446,3.0757,151000,NEAR BAY
-120.1,36.21,12,1462,356,1708,367,1.5086,64700,INLAND
-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200,INLAND
-119.78,36.83,18,4164,741,1817,681,4.2153,95200,INLAND
-119.95,38.95,22,1058,352,851,269,2.02,87500,INLAND
-122.25,37.83,35,1613,428,675,422,3.4722,243100,NEAR BAY
-122.18,37.73,44,548,119,435,136,2.1111,79700,NEAR BAY
-122.34,37.98,33,2014,410,1354,427,3.9773,131300,NEAR BAY
-122.28,37.85,49,1130,244,607,239,2.4597,93800,NEAR BAY
-119.68,36.8,7,2855,518,1748,498,4.2066,88400,INLAND
-122.14,37.75,36,690,105,299,109,4.0313,195500,NEAR BAY
-119.83,36.8,24,3756,681,1586,739,3.8571,90100,INLAND
-119.75,36.72,22,3247,859,4179,881,1.3343,60800,INLAND
-122.29,37.9,49,1283,238,576,236,3.3333,276800,NEAR BAY
-122.18,37.74,46,2103,391,1339,354,2.2467,88900,NEAR BAY
-122.3,37.88,46,1647,376,854,355,2.9,144800,NEAR BAY
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,<1H OCEAN
-121.92,37.72,4,7477,1576,2937,1506,5.1437,299400,<1H OCEAN
-119.69,36.83,8,943,189,475,155,4.9327,89500,INLAND
-122.28,37.78,50,1487,306,730,327,2.5139,219000,NEAR BAY
-121.96,39.3,39,701,130,271,89,2.1845,112500,INLAND
-122.22,37.79,37,2343,574,1608,523,2.1494,132500,NEAR BAY
-122.03,37.55,22,9167,1373,4319,1404,6.992,284800,NEAR BAY
-122.26,38.03,41,1631,282,752,288,3.9345,150200,NEAR BAY
-122.3,37.86,50,499,127,287,128,2.75,140600,NEAR BAY
-119.79,36.7,23,1731,363,1210,341,1.3922,49500,INLAND
-122.19,37.79,50,954,217,546,201,2.6667,172800,NEAR BAY
-120.97,38.91,7,4341,716,1978,682,4.8311,172200,INLAND
-119.87,36.72,30,1584,316,984,300,2.0658,67900,INLAND
-122.13,39.74,20,1401,280,668,250,2.2569,94300,INLAND
-122.09,37.68,41,1382,353,704,314,3.5114,197500,NEAR BAY
-122.12,37.68,35,1958,484,1146,448,2.95,148900,NEAR BAY
-121.91,37.81,7,3477,416,1216,395,13.1499,500001,INLAND
-119.85,36.81,15,1743,310,1011,325,3.755,68000,INLAND
-119.77,36.83,19,3237,507,1378,510,4.7804,101100,INLAND
-122.28,37.91,38,2501,348,805,329,6.5576,358500,NEAR BAY
-121.97,37.51,25,3333,511,1671,504,5.4359,258300,<1H OCEAN
-119.76,36.79,26,3654,837,1976,830,2.1544,72800,INLAND
-121.79,39.73,8,5690,1189,2887,1077,3.0625,116300,INLAND
-122.27,37.87,30,1465,439,862,425,1.7778,268800,NEAR BAY
-121.96,37.51,22,5811,1125,3215,1086,4.4107,223500,<1H OCEAN
-122.17,37.75,43,1587,320,907,306,1.9821,98300,NEAR BAY
-120.35,36.14,9,2671,647,1484,541,1.7075,60400,INLAND
-120.31,36.65,24,943,209,514,156,2.25,76600,INLAND
-122.23,37.77,52,769,206,612,183,2.57,72000,NEAR BAY
-122.37,37.94,49,969,229,599,195,1.3167,71600,NEAR BAY
-122.01,37.58,17,4313,717,2629,721,5.7579,231800,NEAR BAY
-122.18,37.8,34,1355,195,442,195,6.2838,318200,NEAR BAY
-122.25,38.02,16,1803,267,946,266,5.7001,205100,NEAR BAY
-122.26,37.77,52,1848,479,921,477,2.875,234000,NEAR BAY
-122.0,37.86,18,8953,1074,3011,993,10.7372,500001,<1H OCEAN
-119.79,36.75,52,377,97,530,96,1.0,45000,INLAND
-122.29,37.91,46,2085,346,748,354,4.0536,262000,NEAR BAY
-122.12,37.99,33,1660,277,741,261,4.675,225400,NEAR BAY
-122.14,37.72,45,1397,253,555,248,2.983,202700,NEAR BAY
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND
-122.32,38.01,26,3054,492,1495,496,4.6944,171100,NEAR BAY
-121.58,39.5,29,1947,383,925,337,2.1658,57600,INLAND
-119.85,36.77,27,1510,344,847,295,2.9315,83200,INLAND
-122.24,37.83,52,1757,246,585,227,5.8948,457800,NEAR BAY
-119.73,36.77,24,4410,939,2362,862,2.9406,73000,INLAND
-122.18,37.75,45,990,261,901,260,2.1731,82000,NEAR BAY
-119.85,36.83,11,2497,427,1101,405,4.8036,141600,INLAND
-121.93,37.73,8,831,231,404,224,3.375,350000,<1H OCEAN
-120.09,36.19,12,1923,559,2809,535,1.4191,55100,INLAND
-122.07,37.91,28,1731,295,810,295,5.0391,259800,NEAR BAY
-121.92,37.68,23,1655,223,706,219,7.2211,291900,<1H OCEAN
-122.28,37.87,52,1233,300,571,292,2.2788,182300,NEAR BAY
-122.26,37.83,52,1470,330,689,309,3.48,191400,NEAR BAY
-122.02,37.53,21,4280,673,2216,681,5.7072,242200,NEAR BAY
-122.17,37.88,32,3633,508,1393,506,7.6917,401800,NEAR BAY
-122.07,37.67,38,2104,409,1039,394,3.875,165300,NEAR BAY
-122.13,38.01,48,2123,494,859,474,1.8523,144800,NEAR BAY
-122.13,37.72,35,2183,383,976,392,3.8393,243500,NEAR BAY
-122.31,37.93,39,2505,371,872,345,5.3433,286500,NEAR BAY
-122.27,37.87,52,3084,698,1424,694,2.7372,210200,NEAR BAY
-119.76,36.81,19,4643,1429,4638,1335,1.2716,69400,INLAND
-119.81,36.77,49,1749,314,705,300,3.15,72200,INLAND
-119.79,36.84,22,1529,375,1543,395,1.7926,51700,INLAND
-119.71,36.81,19,1648,368,557,354,1.7969,72800,INLAND
-122.09,37.7,33,4413,1107,2239,1051,2.9861,208200,NEAR BAY
-122.12,37.89,30,3227,733,1260,684,4.125,257100,NEAR BAY
-122.34,37.94,44,1917,444,936,435,2.7391,140300,NEAR BAY
-122.36,37.95,38,1042,289,773,248,2.7714,104700,NEAR BAY
-122.2,37.79,40,1060,256,667,235,4.1739,169600,NEAR BAY
-122.26,37.77,52,1565,315,637,297,4.7778,351800,NEAR BAY
-122.19,37.8,46,1938,341,768,332,4.2727,246900,NEAR BAY
-121.98,37.97,26,2714,390,1232,409,5.9617,231100,INLAND
-119.34,37.12,23,1881,380,64,37,3.875,125000,INLAND
-120.93,38.65,12,2213,384,1097,351,4.5568,170100,INLAND
-121.57,39.74,17,1619,292,705,285,2.4623,126100,INLAND
-119.71,36.8,17,1415,267,861,293,3.25,81400,INLAND
-120.05,36.72,24,1961,422,1559,374,1.8299,57800,INLAND
-122.22,37.86,21,7099,1106,2401,1138,8.3014,358500,NEAR BAY
-119.25,36.71,13,2813,579,1385,512,2.2202,100000,INLAND
-122.35,37.95,42,1485,290,971,303,3.6094,114600,NEAR BAY
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100,NEAR BAY
-122.17,37.76,47,2118,413,965,382,2.1842,107900,NEAR BAY
-122.2,37.81,45,2964,436,1067,426,6.7851,323500,NEAR BAY
-121.88,38.03,10,2769,619,1045,469,4.1111,158600,INLAND
-122.05,37.61,16,1642,346,705,351,2.8971,163900,NEAR BAY
-119.94,38.92,24,1258,216,235,96,4.6,136800,INLAND
-122.1,37.65,31,1797,327,796,319,4.4427,204500,NEAR BAY
-121.91,38.02,15,2966,558,1687,527,3.4817,129800,INLAND
-121.52,39.49,30,1217,238,677,233,2.6563,63600,INLAND
-119.7,36.82,25,2379,540,1482,484,2.3173,68200,INLAND
-122.23,37.8,52,1192,289,772,257,2.3833,146900,NEAR BAY
-122.29,37.81,26,768,152,392,127,1.7719,82500,NEAR BAY
-122.08,37.7,32,2718,447,1156,410,5.2497,259300,NEAR BAY
-119.46,36.61,13,1348,258,719,246,3.625,108300,INLAND
-121.95,38.02,9,3360,833,2041,810,2.1013,100700,INLAND
